# Synthetic demo spectrum: Ag_n+ (n=1..15), Cu_n+ (n=1..4), Ag_nO+, Ag_nO2+, AgCu+, Ag2Cu+, Ag3Cu+, Na+, K+
# Gaussian profile peaks, resolving power 3000, sampling step 0.02 m/z, Gaussian + shot noise
m/z,intensity
1305.90,30.7
1305.92,32.8
1305.94,17.5
1305.96,26.6
1305.98,11.5
1306.00,25.2
1306.02,12.1
1306.04,19.5
1306.06,18.3
1306.08,28.8
1306.10,32.7
1306.12,30.6
1306.14,14.6
1306.16,26.2
1306.18,16.8
1306.20,27.5
1306.22,29.6
1306.24,26.9
1306.26,18.5
1306.28,17.1
1306.30,16.9
1306.32,10.2
1306.34,19.1
1306.36,17.1
1306.38,32.1
1306.40,26.0
1306.42,15.4
1306.44,35.5
1306.46,45.4
1306.48,25.9
1306.50,22.2
1306.52,47.2
1306.54,33.6
1306.56,51.0
1306.58,23.1
1306.60,41.6
1306.62,47.9
1306.64,41.5
1306.66,57.3
1306.68,76.7
1306.70,68.7
1306.72,82.1
1306.74,73.9
1306.76,79.1
1306.78,71.9
1306.80,92.0
1306.82,108.4
1306.84,87.0
1306.86,80.2
1306.88,93.5
1306.90,112.0
1306.92,84.3
1306.94,90.8
1306.96,72.7
1306.98,63.5
1307.00,73.7
1307.02,58.1
1307.04,68.6
1307.06,63.3
1307.08,66.8
1307.10,59.7
1307.12,31.3
1307.14,31.6
1307.16,32.5
1307.18,42.7
1307.20,36.7
1307.22,29.7
1307.24,24.0
1307.26,27.2
1307.28,22.2
1307.30,41.6
1307.32,4.7
1307.34,24.7
1307.36,33.0
1307.38,37.4
1307.40,42.8
1307.42,37.7
1307.44,27.0
1307.46,28.9
1307.48,19.2
1307.50,23.5
1307.52,28.1
1307.54,27.6
1307.56,31.8
1307.58,37.4
1307.60,34.4
1307.62,33.4
1307.64,14.3
1307.66,11.9
1307.68,19.8
1307.70,31.6
1307.72,25.4
1307.74,30.0
1307.76,26.1
1307.78,21.2
1307.80,15.6
1307.82,20.1
1307.84,19.4
1307.86,32.0
1307.88,14.5
1307.90,11.8
1307.92,28.0
1307.94,26.8
1307.96,12.1
1307.98,21.5
1308.00,10.3
1308.02,30.1
1308.04,29.0
1308.06,29.7
1308.08,26.3
1308.10,7.0
1308.12,39.2
1308.14,10.4
1308.16,38.1
1308.18,19.2
1308.20,42.9
1308.22,30.0
1308.24,27.7
1308.26,25.5
1308.28,20.9
1308.30,22.4
1308.32,21.3
1308.34,22.9
1308.36,20.1
1308.38,32.9
1308.40,40.2
1308.42,32.8
1308.44,32.5
1308.46,24.6
1308.48,41.9
1308.50,52.6
1308.52,59.2
1308.54,45.8
1308.56,50.0
1308.58,45.6
1308.60,50.6
1308.62,67.9
1308.64,87.8
1308.66,82.2
1308.68,78.8
1308.70,93.3
1308.72,90.9
1308.74,125.9
1308.76,106.9
1308.78,101.8
1308.80,135.6
1308.82,125.6
1308.84,117.7
1308.86,126.2
1308.88,121.2
1308.90,132.6
1308.92,124.7
1308.94,93.8
1308.96,95.4
1308.98,84.1
1309.00,85.6
1309.02,85.5
1309.04,88.8
1309.06,67.7
1309.08,88.1
1309.10,64.5
1309.12,60.3
1309.14,63.8
1309.16,44.5
1309.18,45.0
1309.20,44.6
1309.22,43.5
1309.24,60.9
1309.26,29.8
1309.28,15.7
1309.30,38.1
1309.32,22.1
1309.34,25.7
1309.36,37.5
1309.38,36.1
1309.40,26.0
1309.42,26.9
1309.44,10.0
1309.46,13.7
1309.48,26.8
1309.50,38.6
1309.52,23.2
1309.54,15.6
1309.56,12.8
1309.58,19.3
1309.60,29.1
1309.62,24.7
1309.64,35.3
1309.66,19.9
1309.68,22.1
1309.70,12.8
1309.72,29.7
1309.74,36.9
1309.76,17.1
1309.78,31.6
1309.80,29.8
1309.82,29.8
1309.84,25.7
1309.86,46.3
1309.88,31.5
1309.90,16.6
1309.92,32.4
1309.94,26.5
1309.96,24.9
1309.98,9.9
1310.00,26.9
1310.02,23.7
1310.04,21.6
1310.06,28.5
1310.08,26.6
1310.10,34.2
1310.12,3.7
1310.14,30.0
1310.16,29.5
1310.18,32.0
1310.20,15.1
1310.22,28.3
1310.24,11.3
1310.26,37.8
1310.28,32.5
1310.30,29.0
1310.32,35.3
1310.34,24.8
1310.36,25.1
1310.38,34.4
1310.40,29.8
1310.42,32.7
1310.44,42.5
1310.46,28.0
1310.48,42.3
1310.50,19.3
1310.52,43.7
1310.54,42.3
1310.56,32.3
1310.58,53.5
1310.60,71.1
1310.62,47.0
1310.64,74.2
1310.66,68.3
1310.68,103.6
1310.70,101.8
1310.72,90.9
1310.74,133.3
1310.76,68.5
1310.78,127.5
1310.80,123.5
1310.82,165.3
1310.84,133.6
1310.86,135.2
1310.88,134.9
1310.90,123.0
1310.92,129.6
1310.94,103.4
1310.96,109.8
1310.98,104.8
1311.00,98.5
1311.02,84.0
1311.04,82.3
1311.06,68.7
1311.08,71.2
1311.10,78.1
1311.12,58.6
1311.14,54.2
1311.16,41.1
1311.18,48.9
1311.20,42.1
1311.22,35.6
1311.24,51.6
1311.26,54.5
1311.28,28.4
1311.30,28.4
1311.32,15.4
1311.34,39.7
1311.36,27.3
1311.38,25.3
1311.40,25.5
1311.42,26.5
1311.44,23.7
1311.46,19.6
1311.48,27.6
1311.50,12.9
1311.52,14.8
1311.54,31.7
1311.56,30.6
1311.58,22.5
1311.60,20.4
1311.62,11.7
1311.64,37.0
1311.66,16.6
1311.68,28.1
1311.70,17.3
1311.72,45.0
1311.74,29.1
1311.76,27.1
1311.78,24.7
1311.80,32.9
1311.82,19.7
1311.84,24.9
1311.86,31.2
1311.88,9.3
1311.90,42.9
1311.92,30.2
1311.94,9.6
1311.96,33.2
1311.98,27.9
1312.00,19.7
1312.02,23.6
1312.04,27.3
1312.06,19.7
1312.08,24.5
1312.10,19.1
1312.12,36.1
1312.14,13.4
1312.16,28.8
1312.18,0.0
1312.20,28.5
1312.22,30.3
1312.24,27.9
1312.26,31.9
1312.28,33.1
1312.30,1.0
1312.32,19.9
1312.34,41.8
1312.36,33.7
1312.38,34.6
1312.40,18.4
1312.42,30.0
1312.44,27.3
1312.46,54.0
1312.48,24.2
1312.50,21.2
1312.52,28.0
1312.54,46.7
1312.56,61.2
1312.58,69.5
1312.60,53.4
1312.62,80.4
1312.64,86.0
1312.66,56.6
1312.68,59.9
1312.70,89.8
1312.72,79.3
1312.74,78.7
1312.76,69.7
1312.78,79.6
1312.80,97.9
1312.82,89.3
1312.84,111.3
1312.86,77.6
1312.88,86.8
1312.90,104.2
1312.92,109.4
1312.94,111.3
1312.96,69.8
1312.98,80.1
1313.00,95.5
1313.02,66.0
1313.04,84.3
1313.06,67.7
1313.08,55.7
1313.10,64.4
1313.12,67.7
1313.14,58.8
1313.16,40.8
1313.18,28.2
1313.20,57.5
1313.22,24.1
1313.24,28.1
1313.26,16.4
1313.28,31.9
1313.30,31.5
1313.32,14.2
1313.34,14.9
1313.36,33.9
1313.38,20.1
1313.40,25.9
1313.42,21.6
1313.44,26.3
1313.46,34.7
1313.48,18.2
1313.50,12.0
1313.52,39.5
1313.54,26.8
1313.56,31.3
1313.58,31.2
1313.60,32.0
1313.62,22.5
1313.64,20.1
1313.66,31.2
1313.68,21.9
1313.70,21.5
1313.72,37.0
1313.74,30.1
1313.76,35.6
1313.78,25.7
1313.80,39.4
1313.82,29.5
1313.84,32.0
1313.86,29.5
1313.88,20.3
1313.90,20.9
1313.92,25.4
1313.94,14.3
1313.96,31.3
1313.98,22.1
1314.00,30.5
1314.02,10.3
1314.04,36.7
1314.06,32.6
1314.08,14.1
1314.10,27.8
1314.12,15.3
1314.14,25.8
1314.16,24.3
1314.18,25.9
1314.20,28.8
1314.22,30.4
1314.24,31.6
1314.26,28.3
1314.28,27.5
1314.30,20.0
1314.32,37.5
1314.34,11.1
1314.36,39.8
1314.38,30.3
1314.40,38.2
1314.42,28.9
1314.44,40.0
1314.46,27.4
1314.48,21.8
1314.50,20.6
1314.52,31.0
1314.54,31.0
1314.56,35.6
1314.58,58.3
1314.60,47.0
1314.62,54.9
1314.64,58.4
1314.66,57.3
1314.68,60.6
1314.70,51.2
1314.72,71.2
1314.74,49.8
1314.76,79.1
1314.78,69.0
1314.80,94.7
1314.82,54.6
1314.84,75.5
1314.86,63.8
1314.88,89.7
1314.90,76.8
1314.92,65.8
1314.94,75.4
1314.96,59.1
1314.98,78.7
1315.00,57.7
1315.02,52.7
1315.04,51.8
1315.06,75.9
1315.08,64.1
1315.10,42.5
1315.12,50.8
1315.14,43.8
1315.16,20.3
1315.18,38.3
1315.20,22.9
1315.22,18.9
1315.24,15.7
1315.26,29.3
1315.28,29.1
1315.30,34.9
1315.32,28.0
1315.34,14.6
1315.36,20.3
1315.38,2.0
1315.40,23.0
1315.42,25.6
1315.44,23.2
1315.46,23.9
1315.48,45.9
1315.50,29.8
1315.52,22.5
1315.54,33.4
1315.56,26.1
1315.58,13.1
1315.60,9.6
1315.62,29.2
1315.64,25.7
1315.66,40.3
1315.68,12.9
1315.70,18.2
1315.72,23.2
1315.74,6.9
1315.76,42.6
1315.78,34.9
1315.80,22.7
1315.82,29.1
1315.84,10.1
1315.86,18.1
1315.88,22.3
1315.90,36.8
1315.92,31.6
1315.94,24.1
1315.96,16.2
1315.98,35.6
1316.00,35.8
1316.02,32.0
1316.04,19.4
1316.06,37.4
1316.08,18.3
1316.10,0.0
1316.12,22.4
1316.14,17.0
1316.16,34.0
1316.18,12.5
1316.20,49.2
1316.22,19.2
1316.24,39.2
1316.26,33.5
1316.28,27.7
1316.30,33.0
1316.32,14.7
1316.34,6.8
1316.36,22.1
1316.38,17.3
1316.40,35.0
1316.42,34.1
1316.44,11.9
1316.46,33.2
1316.48,33.8
1316.50,16.9
1316.52,48.2
1316.54,34.3
1316.56,43.5
1316.58,19.7
1316.60,22.7
1316.62,30.9
1316.64,34.6
1316.66,30.7
1316.68,42.6
1316.70,46.8
1316.72,44.3
1316.74,46.4
1316.76,41.8
1316.78,44.0
1316.80,62.4
1316.82,51.7
1316.84,51.4
1316.86,23.9
1316.88,53.6
1316.90,47.8
1316.92,39.3
1316.94,45.6
1316.96,43.2
1316.98,44.6
1317.00,62.6
1317.02,39.3
1317.04,58.5
1317.06,25.7
1317.08,37.9
1317.10,32.2
1317.12,22.8
1317.14,22.4
1317.16,28.0
1317.18,29.2
1317.20,30.1
1317.22,27.8
1317.24,36.3
1317.26,43.2
1317.28,25.8
1317.30,15.7
1317.32,20.5
1317.34,11.2
1317.36,29.3
1317.38,30.1
1317.40,6.9
1317.42,26.8
1317.44,12.3
1317.46,26.8
1317.48,25.5
1317.50,37.2
1317.52,20.8
1317.54,25.2
1317.56,21.6
1317.58,14.6
1317.60,21.6
1317.62,15.7
1317.64,32.7
1317.66,13.6
1317.68,17.4
1317.70,11.7
1317.72,23.6
1317.74,5.6
1317.76,17.7
1317.78,20.7
1317.80,31.6
1317.82,14.4
1317.84,20.4
1317.86,24.0
1317.88,4.5
1317.90,35.2
1317.92,18.1
1317.94,13.5
1317.96,23.6
1317.98,32.6
1318.00,21.1
1318.02,26.4
1318.04,32.6
1318.06,30.7
1318.08,4.1
1318.10,31.4
1318.12,31.1
1318.14,36.6
1318.16,27.3
1318.18,39.4
1318.20,21.3
1318.22,4.2
1318.24,14.6
1318.26,32.7
1318.28,29.2
1318.30,27.8
1318.32,41.6
1318.34,42.7
1318.36,22.0
1318.38,24.5
1318.40,30.6
1318.42,18.6
1318.44,36.6
1318.46,33.6
1318.48,10.9
1318.50,25.2
1318.52,22.3
1318.54,18.0
1318.56,19.2
1318.58,19.7
1318.60,31.5
1318.62,17.2
1318.64,33.6
1318.66,27.5
1318.68,15.2
1318.70,29.3
1318.72,20.4
1318.74,25.8
1318.76,21.9
1318.78,35.0
1318.80,31.4
1318.82,25.2
1318.84,31.8
1318.86,36.1
1318.88,34.1
1318.90,22.3
1318.92,33.6
1318.94,24.9
1318.96,36.1
1318.98,42.9
1319.00,37.1
1319.02,41.7
1319.04,25.6
1319.06,38.0
1319.08,40.4
1319.10,24.0
1319.12,33.6
1319.14,48.2
1319.16,35.4
1319.18,17.4
1319.20,26.3
1319.22,34.6
1319.24,31.0
1319.26,26.8
1319.28,5.9
1319.30,13.0
1319.32,35.9
1319.34,22.5
1319.36,21.5
1319.38,22.1
1319.40,18.1
1319.42,24.2
1319.44,29.3
1319.46,30.7
1319.48,26.2
1319.50,38.7
1319.52,7.8
1319.54,42.4
1319.56,27.3
1319.58,30.7
1319.60,10.9
1319.62,23.8
1319.64,30.8
1319.66,32.1
1319.68,36.8
1319.70,28.0
1319.72,39.6
1319.74,16.2
1319.76,36.4
1319.78,12.2
1319.80,25.4
1319.82,31.4
1319.84,34.3
1319.86,23.9
1319.88,44.8
1319.90,19.1
1319.92,34.4
1319.94,31.2
1319.96,30.1
1319.98,23.3
1320.00,26.1
1320.02,13.9
1320.04,22.9
1320.06,30.3
1320.08,14.7
1320.10,29.7
1320.12,31.5
1320.14,21.9
1320.16,27.7
1320.18,19.9
1320.20,20.1
1320.22,28.4
1320.24,29.9
1320.26,10.2
1320.28,11.3
1320.30,30.8
1320.32,19.8
1320.34,35.6
1320.36,7.7
1320.38,30.1
1320.40,17.7
1320.42,22.0
1320.44,10.9
1320.46,21.4
1320.48,19.2
1320.50,17.6
1320.52,42.8
1320.54,22.2
1320.56,20.5
1320.58,33.7
1320.60,39.6
1320.62,25.8
1320.64,27.0
1320.66,36.7
1320.68,50.2
1320.70,9.4
1320.72,27.0
1320.74,16.7
1320.76,32.5
1320.78,23.5
1320.80,18.4
1320.82,36.5
1320.84,25.0
1320.86,35.6
1320.88,38.0
1320.90,29.7
1320.92,28.4
1320.94,28.4
1320.96,27.1
1320.98,17.4
1321.00,23.1
1321.02,19.3
1321.04,33.8
1321.06,40.9
1321.08,31.9
1321.10,41.1
1321.12,29.2
1321.14,34.3
1321.16,44.8
1321.18,19.3
1321.20,30.5
1321.22,29.7
1321.24,11.7
1321.26,15.3
1321.28,33.4
1321.30,29.2
1321.32,28.7
1321.34,43.6
1321.36,22.7
1321.38,32.5
1321.40,30.3
1321.42,31.1
1321.44,30.4
1321.46,38.6
1321.48,30.4
1321.50,24.0
1321.52,12.9
1321.54,27.9
1321.56,29.2
1321.58,21.6
1321.60,24.0
1321.62,23.4
1321.64,20.2
1321.66,26.6
1321.68,20.9
1321.70,35.5
1321.72,23.1
1321.74,32.3
1321.76,25.6
1321.78,27.7
1321.80,16.9
1321.82,26.1
1321.84,21.6
1321.86,17.7
1321.88,26.5
1321.90,32.7
1321.92,34.5
1321.94,36.5
1321.96,11.4
1321.98,22.7
1322.00,30.5
1322.02,29.7
1322.04,18.5
1322.06,17.8
1322.08,28.9
1322.10,24.9
1322.12,27.9
1322.14,30.5
1322.16,7.0
1322.18,25.8
1322.20,3.9
1322.22,20.8
1322.24,21.5
1322.26,23.4
1322.28,16.5
1322.30,30.9
1322.32,17.7
1322.34,46.3
1322.36,31.8
1322.38,21.9
1322.40,15.0
1322.42,32.1
1322.44,31.8
1322.46,18.5
1322.48,30.1
1322.50,26.2
1322.52,38.8
1322.54,23.6
1322.56,10.4
1322.58,41.8
1322.60,5.7
1322.62,38.4
1322.64,30.5
1322.66,39.4
1322.68,15.4
1322.70,20.4
1322.72,8.4
1322.74,28.0
1322.76,14.8
1322.78,26.3
1322.80,29.1
1322.82,38.4
1322.84,36.8
1322.86,11.6
1322.88,15.7
1322.90,18.9
1322.92,9.4
1322.94,45.6
1322.96,17.1
1322.98,29.6
1323.00,22.2
1323.02,46.6
1323.04,21.3
1323.06,15.2
1323.08,37.7
1323.10,26.1
1323.12,27.6
1323.14,21.1
1323.16,25.9
1323.18,25.1
1323.20,28.5
1323.22,30.5
1323.24,8.8
1323.26,13.5
1323.28,25.5
1323.30,29.2
1323.32,28.0
1323.34,26.3
1323.36,28.8
1323.38,23.4
1323.40,28.9
1323.42,23.3
1323.44,21.9
1323.46,19.6
1323.48,25.5
1323.50,22.2
1323.52,30.3
1323.54,31.9
1323.56,28.4
1323.58,18.1
1323.60,19.3
1323.62,23.5
1323.64,7.2
1323.66,22.3
1323.68,27.0
1323.70,34.6
1323.72,40.4
1323.74,37.3
1323.76,31.8
1323.78,26.1
1323.80,22.5
1323.82,27.4
1323.84,35.2
1323.86,34.4
1323.88,22.6
1323.90,45.3
1323.92,40.8
1323.94,29.4
1323.96,23.7
1323.98,30.4
1324.00,36.7
1324.02,19.2
1324.04,30.2
1324.06,13.1
1324.08,15.2
1324.10,27.2
1324.12,17.3
1324.14,20.1
1324.16,30.5
1324.18,31.2
1324.20,45.0
1324.22,23.0
1324.24,32.8
1324.26,31.4
1324.28,41.1
1324.30,27.9
1324.32,31.3
1324.34,29.2
1324.36,34.0
1324.38,17.7
1324.40,33.8
1324.42,15.6
1324.44,32.8
1324.46,44.4
1324.48,26.0
1324.50,24.1
1324.52,12.4
1324.54,21.3
1324.56,32.6
1324.58,36.0
1324.60,22.3
1324.62,25.3
1324.64,15.1
1324.66,15.4
1324.68,24.0
1324.70,18.6
1324.72,24.2
1324.74,29.1
1324.76,19.4
1324.78,25.6
1324.80,23.4
1324.82,43.6
1324.84,23.5
1324.86,32.8
1324.88,19.5
1324.90,27.9
1324.92,34.5
1324.94,17.3
1324.96,15.0
1324.98,31.7
1325.00,31.6
1325.02,0.1
1325.04,21.7
1325.06,11.2
1325.08,23.7
1325.10,22.6
1325.12,27.4
1325.14,26.1
1325.16,24.3
1325.18,25.0
1325.20,14.7
1325.22,34.3
1325.24,24.4
1325.26,40.5
1325.28,13.8
1325.30,23.8
1325.32,25.3
1325.34,27.9
1325.36,26.3
1325.38,44.2
1325.40,35.1
1325.42,34.2
1325.44,21.8
1325.46,21.2
1325.48,30.6
1325.50,20.3
1325.52,24.1
1325.54,17.1
1325.56,28.2
1325.58,24.9
1325.60,34.6
1325.62,17.4
1325.64,9.5
1325.66,22.5
1325.68,29.2
1325.70,23.1
1325.72,21.9
1325.74,10.9
1325.76,13.2
1325.78,7.4
1325.80,12.3
1325.82,19.0
1325.84,19.3
1325.86,39.0
1325.88,23.3
1325.90,12.6
1325.92,38.5
1325.94,27.7
1325.96,25.0
1325.98,34.3
1326.00,14.2
1326.02,17.9
1326.04,20.4
1326.06,31.5
1326.08,13.6
1326.10,28.1
1326.12,14.6
1326.14,11.8
1326.16,16.7
1326.18,33.8
1326.20,16.0
1326.22,29.2
1326.24,24.8
1326.26,18.9
1326.28,13.2
1326.30,14.9
1326.32,27.6
1326.34,32.5
1326.36,18.3
1326.38,4.3
1326.40,17.4
1326.42,26.5
1326.44,24.0
1326.46,14.2
1326.48,23.3
1326.50,28.8
1326.52,15.5
1326.54,16.6
1326.56,25.4
1326.58,14.6
1326.60,15.4
1326.62,37.1
1326.64,13.5
1326.66,20.0
1326.68,28.0
1326.70,32.9
1326.72,29.0
1326.74,34.3
1326.76,24.5
1326.78,41.4
1326.80,29.9
1326.82,29.1
1326.84,18.3
1326.86,16.7
1326.88,34.3
1326.90,33.2
1326.92,22.0
1326.94,21.8
1326.96,26.3
1326.98,37.5
1327.00,20.0
1327.02,32.1
1327.04,41.0
1327.06,34.1
1327.08,37.3
1327.10,18.6
1327.12,16.6
1327.14,16.1
1327.16,20.8
1327.18,24.7
1327.20,28.0
1327.22,34.0
1327.24,13.6
1327.26,21.2
1327.28,29.1
1327.30,26.7
1327.32,0.0
1327.34,14.5
1327.36,25.4
1327.38,25.1
1327.40,33.9
1327.42,23.7
1327.44,7.1
1327.46,25.1
1327.48,12.1
1327.50,24.6
1327.52,21.0
1327.54,17.7
1327.56,27.2
1327.58,25.4
1327.60,19.1
1327.62,22.5
1327.64,27.5
1327.66,38.9
1327.68,35.0
1327.70,16.5
1327.72,9.1
1327.74,24.2
1327.76,32.7
1327.78,27.9
1327.80,18.7
1327.82,31.8
1327.84,26.4
1327.86,36.8
1327.88,10.2
1327.90,42.4
1327.92,37.5
1327.94,17.6
1327.96,24.8
1327.98,18.5
1328.00,24.5
1328.02,34.5
1328.04,38.2
1328.06,21.2
1328.08,12.5
1328.10,23.7
1328.12,32.8
1328.14,18.8
1328.16,22.3
1328.18,35.0
1328.20,16.1
1328.22,11.5
1328.24,10.5
1328.26,11.7
1328.28,26.7
1328.30,25.7
1328.32,23.6
1328.34,27.7
1328.36,42.9
1328.38,22.0
1328.40,25.8
1328.42,28.6
1328.44,33.6
1328.46,14.9
1328.48,15.0
1328.50,35.1
1328.52,27.5
1328.54,27.9
1328.56,16.7
1328.58,22.1
1328.60,19.1
1328.62,35.0
1328.64,39.4
1328.66,29.6
1328.68,22.2
1328.70,22.4
1328.72,25.8
1328.74,25.2
1328.76,23.0
1328.78,22.3
1328.80,36.6
1328.82,26.0
1328.84,19.9
1328.86,9.2
1328.88,33.9
1328.90,21.0
1328.92,26.7
1328.94,10.7
1328.96,33.2
1328.98,25.2
1329.00,36.6
1329.02,31.2
1329.04,35.1
1329.06,39.3
1329.08,37.5
1329.10,30.5
1329.12,30.1
1329.14,22.1
1329.16,32.1
1329.18,35.9
1329.20,35.7
1329.22,24.8
1329.24,17.6
1329.26,39.2
1329.28,23.0
1329.30,29.3
1329.32,22.4
1329.34,27.6
1329.36,26.7
1329.38,29.5
1329.40,31.6
1329.42,24.9
1329.44,35.2
1329.46,29.0
1329.48,25.4
1329.50,19.5
1329.52,29.1
1329.54,32.8
1329.56,23.7
1329.58,26.9
1329.60,13.5
1329.62,35.9
1329.64,19.2
1329.66,27.6
1329.68,15.1
1329.70,31.6
1329.72,27.1
1329.74,24.7
1329.76,23.4
1329.78,40.3
1329.80,29.2
1329.82,9.8
1329.84,22.3
1329.86,22.2
1329.88,33.6
1329.90,26.2
1329.92,29.8
1329.94,31.4
1329.96,21.0
1329.98,48.7
1330.00,29.5
1330.02,14.5
1330.04,19.5
1330.06,19.6
1330.08,47.5
1330.10,22.7
1330.12,27.8
1330.14,37.7
1330.16,14.1
1330.18,19.2
1330.20,35.9
1330.22,29.8
1330.24,39.6
1330.26,22.7
1330.28,14.5
1330.30,46.0
1330.32,30.1
1330.34,19.1
1330.36,32.8
1330.38,20.8
1330.40,22.3
1330.42,24.2
1330.44,22.2
1330.46,23.1
1330.48,21.1
1330.50,29.3
1330.52,19.2
1330.54,18.2
1330.56,27.8
1330.58,23.6
1330.60,28.0
1330.62,30.0
1330.64,14.7
1330.66,33.2
1330.68,29.4
1330.70,24.3
1330.72,0.7
1330.74,3.5
1330.76,27.6
1330.78,25.9
1330.80,22.6
1330.82,29.3
1330.84,30.0
1330.86,32.9
1330.88,28.3
1330.90,20.9
1330.92,8.3
1330.94,29.0
1330.96,32.2
1330.98,7.9
1331.00,21.7
1331.02,21.4
1331.04,39.1
1331.06,36.3
1331.08,25.1
1331.10,33.7
1331.12,16.5
1331.14,25.9
1331.16,41.4
1331.18,13.8
1331.20,6.5
1331.22,36.1
1331.24,19.5
1331.26,24.2
1331.28,36.0
1331.30,20.5
1331.32,21.6
1331.34,33.7
1331.36,26.4
1331.38,38.0
1331.40,32.3
1331.42,26.1
1331.44,29.3
1331.46,22.5
1331.48,25.8
1331.50,29.1
1331.52,34.0
1331.54,34.5
1331.56,5.8
1331.58,30.1
1331.60,29.5
1331.62,26.5
1331.64,22.9
1331.66,27.1
1331.68,12.8
1331.70,33.3
1331.72,36.1
1331.74,39.9
1331.76,27.8
1331.78,28.8
1331.80,15.4
1331.82,28.0
1331.84,30.7
1331.86,32.9
1331.88,33.2
1331.90,27.3
1331.92,16.3
1331.94,19.5
1331.96,20.1
1331.98,0.7
1332.00,28.2
1332.02,24.8
1332.04,15.0
1332.06,38.0
1332.08,28.0
1332.10,23.6
1332.12,33.6
1332.14,22.1
1332.16,22.5
1332.18,16.8
1332.20,30.2
1332.22,38.0
1332.24,9.2
1332.26,8.3
1332.28,14.9
1332.30,21.1
1332.32,16.1
1332.34,24.6
1332.36,22.2
1332.38,34.3
1332.40,19.6
1332.42,36.1
1332.44,21.2
1332.46,18.7
1332.48,28.2
1332.50,3.7
1332.52,24.9
1332.54,27.9
1332.56,32.1
1332.58,25.2
1332.60,43.7
1332.62,27.0
1332.64,17.8
1332.66,36.0
1332.68,43.5
1332.70,18.6
1332.72,28.5
1332.74,19.8
1332.76,40.3
1332.78,29.3
1332.80,25.8
1332.82,34.9
1332.84,28.6
1332.86,22.6
1332.88,15.6
1332.90,12.9
1332.92,34.3
1332.94,23.6
1332.96,32.6
1332.98,31.3
1333.00,31.1
1333.02,28.3
1333.04,27.0
1333.06,27.8
1333.08,9.7
1333.10,22.0
1333.12,28.0
1333.14,41.7
1333.16,33.2
1333.18,35.0
1333.20,22.5
1333.22,11.9
1333.24,18.9
1333.26,22.0
1333.28,36.6
1333.30,22.9
1333.32,20.2
1333.34,31.3
1333.36,26.9
1333.38,27.2
1333.40,28.4
1333.42,2.9
1333.44,19.0
1333.46,23.6
1333.48,22.7
1333.50,16.8
1333.52,12.1
1333.54,17.2
1333.56,38.2
1333.58,37.1
1333.60,19.7
1333.62,14.2
1333.64,27.9
1333.66,19.7
1333.68,27.2
1333.70,23.0
1333.72,23.5
1333.74,19.8
1333.76,35.4
1333.78,8.2
1333.80,22.2
1333.82,20.2
1333.84,17.4
1333.86,28.8
1333.88,41.4
1333.90,27.0
1333.92,31.7
1333.94,20.4
1333.96,23.6
1333.98,22.3
1334.00,23.8
1334.02,24.9
1334.04,21.4
1334.06,19.3
1334.08,12.0
1334.10,22.0
1334.12,22.7
1334.14,18.7
1334.16,33.6
1334.18,26.6
1334.20,29.6
1334.22,24.4
1334.24,22.2
1334.26,21.0
1334.28,24.8
1334.30,27.5
1334.32,20.7
1334.34,36.9
1334.36,20.7
1334.38,22.6
1334.40,14.3
1334.42,48.0
1334.44,20.8
1334.46,38.2
1334.48,19.5
1334.50,24.9
1334.52,33.2
1334.54,17.2
1334.56,31.6
1334.58,23.2
1334.60,30.6
1334.62,29.7
1334.64,21.1
1334.66,25.1
1334.68,19.3
1334.70,20.2
1334.72,17.5
1334.74,30.7
1334.76,33.8
1334.78,21.9
1334.80,16.9
1334.82,20.9
1334.84,30.9
1334.86,23.6
1334.88,10.6
1334.90,33.7
1334.92,24.0
1334.94,28.3
1334.96,36.8
1334.98,16.3
1335.00,29.8
1335.02,20.4
1335.04,12.3
1335.06,15.1
1335.08,12.4
1335.10,12.3
1335.12,40.2
1335.14,24.7
1335.16,25.7
1335.18,32.4
1335.20,34.9
1335.22,36.9
1335.24,1.8
1335.26,38.2
1335.28,30.2
1335.30,21.2
1335.32,21.4
1335.34,7.5
1335.36,19.2
1335.38,13.3
1335.40,14.3
1335.42,35.6
1335.44,15.9
1335.46,31.1
1335.48,26.8
1335.50,40.0
1335.52,33.2
1335.54,30.7
1335.56,28.0
1335.58,41.2
1335.60,29.9
1335.62,14.0
1335.64,25.5
1335.66,6.4
1335.68,20.6
1335.70,9.4
1335.72,16.5
1335.74,31.3
1335.76,13.1
1335.78,27.1
1335.80,34.0
1335.82,31.8
1335.84,35.1
1335.86,15.8
1335.88,26.4
1335.90,24.7
1335.92,41.3
1335.94,7.2
1335.96,31.3
1335.98,22.1
1336.00,20.2
1336.02,31.4
1336.04,27.9
1336.06,39.6
1336.08,24.3
1336.10,33.3
1336.12,9.1
1336.14,35.3
1336.16,11.1
1336.18,33.8
1336.20,4.5
1336.22,9.6
1336.24,22.8
1336.26,41.7
1336.28,14.1
1336.30,33.1
1336.32,21.8
1336.34,5.3
1336.36,24.4
1336.38,17.2
1336.40,33.8
1336.42,30.1
1336.44,34.2
1336.46,18.8
1336.48,13.6
1336.50,26.7
1336.52,38.9
1336.54,21.8
1336.56,15.5
1336.58,37.6
1336.60,29.0
1336.62,16.4
1336.64,23.8
1336.66,13.3
